country_code,year,gdp_per_capita
BGD,2006,427.291167
BGR,2006,4313.430636
BHR,2006,19459.73121
BHS,2006,23733.80768
BIH,2006,3199.896836
BLR,2006,3848.596299
BLZ,2006,4363.854688
BMU,2006,83912.6978
BOL,2006,1203.254183
BRA,2006,5787.975574
BRB,2006,15691.84826
BRN,2006,30613.27687
BTN,2006,1348.730837
BWA,2006,5341.397472
CAF,2006,365.4970833
CAN,2006,39256.7093
CHE,2006,54140.49815
CHI,2006,62263.83121
CHL,2006,9371.427857
CHN,2006,2069.343631
CIV,2006,983.2914236
CMR,2006,964.6015355
COG,2006,2120.097846
COL,2006,3712.785525
COM,2006,653.9537251
CPV,2006,2566.454022
CRI,2006,5128.400753
CSS,2006,7825.292078
CUB,2006,4666.988169
CYP,2006,23863.55546
CZE,2006,14488.37434
DEU,2006,35237.60326
DJI,2006,976.2929868
DMA,2006,5408.1078
DNK,2006,50462.23358
DOM,2006,3794.07334
DZA,2006,3391.367826
EAP,2006,1936.250891
EAS,2006,4949.74061
ECA,2006,4444.295768
ECS,2006,19902.7062
ECU,2006,3337.400363
EGY,2006,1472.570548
EMU,2006,32797.95963
ERI,2006,240.5468163
ESP,2006,27847.45096
EST,2006,12486.89215
ETH,2006,191.6040212
EUU,2006,29603.57595
FIN,2006,39487.05406
FJI,2006,3747.433691
FRA,2006,35457.05032
FRO,2006,39869.98014
FSM,2006,2393.800551
GAB,2006,6756.271159
GBR,2006,40819.89591
GEO,2006,1764.870436
GHA,2006,929.9455454
GIN,2006,287.9229857
GMB,2006,441.9196561
GNB,2006,398.2471791
GNQ,2006,15451.19974
GRC,2006,23475.22071
GRD,2006,6825.126244
GRL,2006,30620.21553
GTM,2006,2326.299385
GUY,2006,1905.555188
HIC,2006,31601.90881
HKG,2006,28224.21506
HND,2006,1540.580359
HPC,2006,492.263644
HRV,2006,11228.62138
HTI,2006,519.7491433
HUN,2006,11173.56951
IDN,2006,1601.031191
IMN,2006,42402.06631
IND,2006,830.1632213
IRL,2006,52118.80474
IRN,2006,3140.19809
IRQ,2006,2321.152171
ISL,2006,54813.95469
ISR,2006,21405.15946
ITA,2006,31776.97775
JAM,2006,4486.555676
JOR,2006,2719.822469
JPN,2006,34102.20617
KAZ,2006,5291.574368
KEN,2006,612.2325312
KGZ,2006,543.1107024
KHM,2006,536.6577307
KIR,2006,1138.284501
KNA,2006,12634.96332
KOR,2006,19676.14615
KSV,2006,2278.62418
KWT,2006,42011.77433
LAC,2006,5526.847518
LAO,2006,585.6405752
LBN,2006,5499.86465
LBR,2006,178.4537308
LBY,2006,9933.108824
LCA,2006,6072.297574
LCN,2006,5813.146667
LDC,2006,461.9502997
LIC,2006,352.423708
LIE,2006,113873.925
LKA,2006,1423.477215
LMC,2006,1058.889092
LMY,2006,1986.844117
LSO,2006,736.360043
LTU,2006,9201.635519
LUX,2006,90015.5278
LVA,2006,8986.401376
MAC,2006,30363.62373
MAR,2006,2128.074688
MCO,2006,135688.7999
MDA,2006,950.6988847
MDG,2006,292.956519
MDV,2006,4304.056158
MEA,2006,4958.537267
MEX,2006,8618.25138
MHL,2006,2752.323769
MIC,2006,2251.361764
MKD,2006,3133.319212
MLI,2006,496.7442831
MLT,2006,15766.09292
MNA,2006,2497.817556
MNE,2006,4370.597539
MNG,2006,1333.877158
MOZ,2006,328.7073992
MRT,2006,939.1562935
MUS,2006,5373.630551
MWI,2006,234.2123961
MYS,2006,6179.658221
NAC,2006,45743.93272
NAM,2006,3886.480583
NER,2006,266.5794323
NGA,2006,1014.756968
NIC,2006,1228.304847
NLD,2006,41458.93271
NOC,2006,12169.76417
NOR,2006,72959.76801
NPL,2006,352.8009747
NZL,2006,26359.61129
OEC,2006,36148.68906
OED,2006,31769.07471
OMN,2006,14405.09193
OSS,2006,3257.795183
PAK,2006,853.0709659
PAN,2006,4998.382679
PER,2006,3297.5558
PHL,2006,1398.826978
PLW,2006,10499.28297
PNG,2006,896.3948787
POL,2006,8958.012422
PRI,2006,22641.82777
PRT,2006,19177.4259
PRY,2006,1772.635329
PSS,2006,2627.52898
QAT,2006,62920.64413
ROU,2006,5789.244137
RUS,2006,6946.880998
RWA,2006,322.0379666
SAS,2006,785.489497
SAU,2006,14855.00096
SDN,2006,862.2867986
SEN,2006,807.9747355
SGP,2006,33088.74934
SLB,2006,950.0576082
SLE,2006,357.4061037
SLV,2006,3042.748428
SMR,2006,48757.89573
SRB,2006,3942.630985
SSA,2006,964.6620521
SSD,2006,
SSF,2006,976.2667699
SST,2006,4352.947646
STP,2006,781.991277
SUR,2006,5198.270131
SVK,2006,12842.24858
SVN,2006,19405.93327
SWE,2006,43948.61977
SWZ,2006,2636.185356
SYC,2006,12014.41808
SYR,2006,1772.56033
TCD,2006,716.638996
TGO,2006,387.4198489
THA,2006,3143.235855
TJK,2006,406.9634195
TKM,2006,2140.455026
TLS,2006,456.0155909
TON,2006,2912.882481
TTO,2006,14162.80542
TUN,2006,3394.310288
TUR,2006,7736.09839
TUV,2006,2353.403155
TZA,2006,369.4021499
UGA,2006,334.6391876
UKR,2006,2303.018831
UMC,2006,3446.628563
URY,2006,5879.340339
USA,2006,46443.8102
UZB,2006,642.9604146
VCT,2006,5610.608277
VEN,2006,6747.759125
VNM,2006,796.6543615
VUT,2006,2036.174187
PSE,2006,
WLD,2006,7640.385142
WSM,2006,2502.211263
YEM,2006,923.5306472
ZAF,2006,5407.258649
COD,2006,158.7273182
ZMB,2006,908.3817072
ZWE,2006,427.8343859
ABW,2007,25921.28214
AND,2007,39922.89012
AFG,2007,373.5914162
AGO,2007,3412.718998
ALB,2007,3380.894192
ARB,2007,5035.713339
ARE,2007,44488.64986
ARG,2007,6630.045926
ARM,2007,3079.144086
ATG,2007,15353.91419
AUS,2007,40996.31791
AUT,2007,45181.46759
AZE,2007,3851.325664
BDI,2007,162.8275094
BEL,2007,43255.39528
BEN,2007,632.3608696
BFA,2007,474.5899781
BGD,2007,467.1363614
BGR,2007,5581.414132
BHR,2007,21049.57341
BHS,2007,24321.06511
BIH,2007,3949.842081
BLR,2007,4735.953138
BLZ,2007,4509.322283
BMU,2007,90849.58698
BOL,2007,1355.879434
BRA,2007,7194.078944
BRB,2007,16335.95992
BRN,2007,32108.9238
BTN,2007,1760.60121
BWA,2007,5711.728492
CAF,2007,413.4814386
CAN,2007,43300.56091
CHE,2007,59663.77026
CHI,2007,73577.16661
CHL,2007,10383.49089
CHN,2007,2651.260121
CIV,2007,1102.882499
CMR,2007,1069.856826
COG,2007,2233.308252
COL,2007,4663.542864
COM,2007,734.8228633
CPV,2007,3129.818793
CRI,2007,5897.527844
CSS,2007,8647.683897
CUB,2007,5185.382272
CYP,2007,27860.27611
CZE,2007,17527.3572
DEU,2007,40402.99008
DJI,2007,1061.637092
DMA,2007,5915.10601
DNK,2007,57021.17318
DOM,2007,4297.518094
DZA,2007,3845.847296
EAP,2007,2426.867157
EAS,2007,5502.088128
ECA,2007,5608.558167
ECS,2007,23193.78986
ECU,2007,3574.877893
EGY,2007,1757.760484
EMU,2007,37512.35798
ERI,2007,252.9776299
ESP,2007,31871.06845
EST,2007,16381.05646
ETH,2007,235.8956606
EUU,2007,34097.24682
FIN,2007,46538.17128
FJI,2007,4075.991405
FRA,2007,40341.91513
FRO,2007,45974.69186
FSM,2007,2434.806287
GAB,2007,7994.304825
GBR,2007,46610.53107
GEO,2007,2317.988501
GHA,2007,1099.084759
GIN,2007,411.4847069
GMB,2007,522.3399183
GNB,2007,465.3402625
GNQ,2007,19660.08038
GRC,2007,27288.32662
GRD,2007,7373.819386
GRL,2007,37516.75092
GTM,2007,2561.4419
GUY,2007,2258.981381
HIC,2007,34473.62458
HKG,2007,30594.01784
HND,2007,1710.05132
HPC,2007,571.488484
HRV,2007,13376.00923
HTI,2007,627.6501835
HUN,2007,13534.7055
IDN,2007,1871.288406
IMN,2007,49817.44469
IND,2007,1068.678519
IRL,2007,59008.31468
IRN,2007,3983.582294
IRQ,2007,3091.015329
ISL,2007,65566.30917
ISR,2007,24368.45395
ITA,2007,35826.02346
JAM,2007,4815.078502
JOR,2007,3022.541954
JPN,2007,34094.88711
KAZ,2007,6771.416639
KEN,2007,721.4590107
KGZ,2007,721.7686908
KHM,2007,628.4268517
KIR,2007,1316.956881
KNA,2007,13658.66039
KOR,2007,21590.26019
KSV,2007,2736.487102
KWT,2007,44902.31827
LAC,2007,6455.626898
LAO,2007,702.2701311
LBN,2007,6052.620352
LBR,2007,209.8140849
LBY,2007,12418.18359
LCA,2007,6655.388333
LCN,2007,6747.983853
LDC,2007,550.6536802
LIC,2007,405.6463058
LIE,2007,130348.5591
LKA,2007,1614.41111
LMC,2007,1286.019672
LMY,2007,2413.793843
LSO,2007,816.8001863
LTU,2007,12101.64505
LUX,2007,106919.5314
LVA,2007,13073.381
MAC,2007,36606.78267
MAR,2007,2416.263549
MCO,2007,170632.9562
MDA,2007,1230.809811
MDG,2007,379.0664996
MDV,2007,5002.542049
MEA,2007,5729.807012
MEX,2007,9191.057357
MHL,2007,2871.313853
MIC,2007,2741.717014
MKD,2007,3891.895346
MLI,2007,561.4963327
MLT,2007,18474.03817
MNA,2007,3009.256834
MNE,2007,5938.583852
MNG,2007,1631.90104
MOZ,2007,362.4324248
MRT,2007,1008.024395
MUS,2007,6182.200111
MWI,2007,265.9969075
MYS,2007,7218.397454
NAC,2007,47609.28016
NAM,2007,4234.925154
NER,2007,302.2664078
NGA,2007,1130.879787
NIC,2007,1330.818111
NLD,2007,47770.80121
NOC,2007,14390.10555
NOR,2007,83556.2493
NPL,2007,397.9040179
NZL,2007,31996.76021
OEC,2007,39182.23253
OED,2007,34463.70547
OMN,2007,16305.61341
OSS,2007,3767.206603
PAK,2007,929.5874437
PAN,2007,5669.867438
PER,2007,3794.502643
PHL,2007,1680.551326
PLW,2007,10529.44237
PNG,2007,989.3194596
POL,2007,11157.27319
PRI,2007,23369.05018
PRT,2007,21980.6853
PRY,2007,2259.082735
PSS,2007,2876.632044
QAT,2007,69166.96005
ROU,2007,8170.143463
RUS,2007,9146.41636
RWA,2007,376.5202283
SAS,2007,981.821143
SAU,2007,16048.58205
SDN,2007,1083.457884
SEN,2007,947.8898048
SGP,2007,38762.59348
SLB,2007,1191.142463
SLE,2007,398.4377298
SLV,2007,3283.530558
SMR,2007,55556.96688
SRB,2007,5276.932421
SSA,2007,1089.606371
SSD,2007,
SSF,2007,1104.51856
SST,2007,4911.820105
STP,2007,882.9136217
SUR,2007,5753.178227
SVK,2007,15649.20474
SVN,2007,23441.00062
SWE,2007,50558.39553
SWZ,2007,2690.647766
SYC,2007,12155.70159
SYR,2007,2065.539632
TCD,2007,807.7815699
TGO,2007,432.4844132
THA,2007,3737.717255
TJK,2007,523.0606517
TKM,2007,2606.741439
TLS,2007,534.1147003
TON,2007,2943.268847
TTO,2007,16591.39187
TUN,2007,3799.347874
TUR,2007,9312.051871
TUV,2007,2768.434661
TZA,2007,421.3001839
UGA,2007,400.0427938
UKR,2007,3068.608998
UMC,2007,4212.341238
URY,2007,7012.535692
USA,2007,48070.38469
UZB,2007,830.4076942
VCT,2007,6278.984959
VEN,2007,8329.640488
VNM,2007,919.1808885
VUT,2007,2392.833398
PSE,2007,
WLD,2007,8502.054513
WSM,2007,2693.792991
YEM,2007,1022.39393
ZAF,2007,5850.958488
COD,2007,175.1042702
ZMB,2007,953.0787078
ZWE,2007,415.375482
ABW,2008,27549.34573
AND,2008,46418.41547
AFG,2008,376.9776699
AGO,2008,4596.268431
ALB,2008,4108.414124
ARB,2008,6249.170346
ARE,2008,46402.64477
ARG,2008,8231.226065
ARM,2008,3916.730427
ATG,2008,15871.50014
AUS,2008,49672.74801
AUT,2008,49679.1107
AZE,2008,5574.603802
BDI,2008,186.8717489
BEL,2008,47374.44813
BEN,2008,739.2561276
BFA,2008,569.6392934
BGD,2008,537.6384971
BGR,2008,6916.84628
BHR,2008,23037.87857
BHS,2008,23674.14021
BIH,2008,4802.466744
BLR,2008,6377.359692
BLZ,2008,4665.740059
BMU,2008,93605.74817
BOL,2008,1695.55733
BRA,2008,8622.708675
BRB,2008,16358.04693
BRN,2008,37093.9909
BTN,2008,1816.751008
BWA,2008,5746.978872
CAF,2008,474.389479
CAN,2008,45199.08253
CHE,2008,68555.37187
CHI,2008,
CHL,2008,10672.25349
CHN,2008,3413.588661
CIV,2008,1282.267081
CMR,2008,1211.304186
COG,2008,3059.226535
COL,2008,5405.10124
COM,2008,816.4782254
CPV,2008,3692.002673
CRI,2008,6581.307506
CSS,2008,9801.130328
CUB,2008,5382.815961
CYP,2008,31928.3968
CZE,2008,21709.91025
DEU,2008,44132.04182
DJI,2008,
DMA,2008,6520.134536
DNK,2008,62596.48854
DOM,2008,4696.951024
DZA,2008,4786.51807
EAP,2008,3045.669565
EAS,2008,6306.734231
ECA,2008,6652.649525
ECS,2008,25374.36822
ECU,2008,4255.851995
EGY,2008,2156.762969
EMU,2008,40862.5958
ERI,2008,256.4375698
ESP,2008,34674.15952
EST,2008,17722.50455
ETH,2008,309.6863662
EUU,2008,36537.68306
FIN,2008,51186.48516
FJI,2008,4301.63219
FRA,2008,43991.69953
FRO,2008,48645.38402
FSM,2008,2500.905686
GAB,2008,10577.91676
GBR,2008,43510.26278
GEO,2008,2919.690052
GHA,2008,1234.437253
GIN,2008,437.8056827
GMB,2008,612.0285776
GNB,2008,555.6594653
GNQ,2008,23511.09709
GRC,2008,30398.78249
GRD,2008,8008.502687
GRL,2008,30883.03497
GTM,2008,2867.482868
GUY,2008,2478.408081
HIC,2008,36566.00158
HKG,2008,31515.66277
HND,2008,1883.233294
HPC,2008,666.6926347
HRV,2008,15695.82145
HTI,2008,664.8202693
HUN,2008,15364.67955
IDN,2008,2178.265663
IMN,2008,
IND,2008,1042.082699
IRL,2008,58810.89305
IRN,2008,4899.31216
IRQ,2008,4472.055182
ISL,2008,53028.78788
ISR,2008,29160.24033
ITA,2008,38563.05305
JAM,2008,5118.703392
JOR,2008,3797.413629
JPN,2008,37972.23721
KAZ,2008,8513.567004
KEN,2008,785.7342003
KGZ,2008,966.3936272
KHM,2008,742.5713353
KIR,2008,1424.038886
KNA,2008,14480.5888
KOR,2008,19028.13033
KSV,2008,3302.923939
KWT,2008,54548.61531
LAC,2008,7452.641831
LAO,2008,886.7596524
LBN,2008,7185.61148
LBR,2008,231.447496
LBY,2008,15853.46151
LCA,2008,6801.653363
LCN,2008,7739.826177
LDC,2008,660.8904347
LIC,2008,470.2349506
LIE,2008,138536.7578
LKA,2008,2013.911088
LMC,2008,1408.207814
LMY,2008,2840.587501
LSO,2008,826.8271068
LTU,2008,14774.70715
LUX,2008,112028.5275
LVA,2008,15463.66028
MAC,2008,40847.05249
MAR,2008,2827.287803
MCO,2008,193892.3223
MDA,2008,1695.972811
MDG,2008,471.442351
MDV,2008,6027.324271
MEA,2008,7091.848614
MEX,2008,9559.793164
MHL,2008,2920.198357
MIC,2008,3231.483368
MKD,2008,4685.62208
MLI,2008,665.0546888
MLT,2008,20895.7805
MNA,2008,3744.691175
MNE,2008,7305.809832
MNG,2008,2135.811338
MOZ,2008,434.5301501
MRT,2008,1107.318275
MUS,2008,7599.986676
MWI,2008,302.497319
MYS,2008,8460.357289
NAC,2008,48099.72522
NAM,2008,4183.231369
NER,2008,366.6306792
NGA,2008,1376.015915
NIC,2008,1456.310349
NLD,2008,52951.03359
NOC,2008,17191.25206
NOR,2008,95189.86593
